0.0 0
0.0022056 0.002
0.0080376 0.00225
0.0110896 0.00234375
0.0138264 0.00267578
0.0144568 0.00271631
0.0168784 0.00275177
0.0175088 0.0029078
0.0181392 0.00304432
0.0199304 0.00303878
0.0205608 0.00315893
0.0211912 0.00326407
0.0218216 0.00323106
0.0226672 0.00332717
0.0232976 0.00341128
0.023928 0.00335987
0.0245584 0.00343988
0.0251888 0.0035099
0.0258192 0.00357116
0.0264496 0.00374976
0.02708 0.00390604
0.0277104 0.00391779
0.0283408 0.00405306
0.0289712 0.00417143
0.0296016 0.004275
0.030232 0.00449062
0.0308624 0.0045543
0.0314928 0.00473501
0.0321232 0.00501813
0.0327536 0.00514086
0.033384 0.00524826
0.0340144 0.00546722
0.0346448 0.00565882
0.0352752 0.00582647
0.0359056 0.00597316
0.036536 0.00622651
0.0371664 0.0064482
0.0377968 0.00664217
0.0384272 0.0068119
0.0390576 0.00708541
0.039688 0.00732474
0.0403184 0.00753414
0.0409488 0.00759238
0.0415792 0.00776833
0.0422096 0.00804729
0.04284 0.00816638
0.0434704 0.00839558
0.0441008 0.00859613
0.0447312 0.00877161
0.0453616 0.00905016
0.045992 0.00916889
0.0466224 0.00939778
0.0472528 0.00972306
0.0478832 0.00988267
0.0485136 0.0100223
0.049144 0.0102695
0.0497744 0.0104859
0.0504048 0.0106751
0.0510352 0.0109657
0.0516656 0.011095
0.052296 0.0113331
0.0529264 0.0115415
0.0535568 0.0117238
0.0541872 0.0120083
0.0548176 0.0122573
0.055448 0.0124751
0.0560784 0.0126657
0.0567088 0.0128325
0.0573392 0.0131035
0.0579696 0.0132155
0.0586 0.0134386
0.0592304 0.0136338
0.0598608 0.0138045
0.0604912 0.014079
0.0611216 0.0143191
0.061752 0.0145292
0.0623824 0.0148381
0.0630128 0.0151083
0.0636432 0.0152198
0.0642736 0.0154423
0.064904 0.015637
0.0655344 0.0158074
0.0661648 0.0160815
0.0667952 0.0161963
0.0674256 0.0164217
0.068056 0.016744
0.0686864 0.016901
0.0693168 0.0170384
0.0699472 0.0171586
0.0705776 0.0173888
0.071208 0.0175902
0.0718384 0.0177664
0.0724688 0.0180456
0.0730992 0.0182899
0.0737296 0.0185037
0.07436 0.0186907
0.0749904 0.0188544
0.0756208 0.0191226
0.0762512 0.0193572
0.0768816 0.0194376
0.077512 0.0196329
0.0781424 0.0199288
0.0787728 0.0200627
0.0794032 0.0203048
0.0800336 0.0206417
0.080664 0.0208115
0.0812944 0.0210851
0.0819248 0.0211994
0.0825552 0.0214245
0.0831856 0.0217464
0.083816 0.0219031
0.0844464 0.0220402
0.0850768 0.0222852
0.0857072 0.0224996
0.0863376 0.0226871
0.086968 0.0228512
0.0875984 0.0229948
0.0882288 0.0232455
0.0888592 0.0234648
0.0894896 0.0236567
0.09012 0.0239496
0.0907504 0.0242059
0.0913808 0.0244302
0.0920112 0.0246264
0.0926416 0.0247981
0.093272 0.0250733
0.0939024 0.0251892
0.0945328 0.0254155
0.0951632 0.0256136
0.0957936 0.0257869
0.096424 0.0260635
0.0970544 0.0263056
0.0976848 0.0265174
0.0983152 0.0268277
0.0989456 0.0269742
0.099576 0.0271025
0.100206 0.0273397
0.100837 0.0275472
0.101467 0.0277288
0.102098 0.0280127
0.102728 0.0281361
0.103358 0.0283691
0.103989 0.028573
0.104619 0.0287513
0.10525 0.0290324
0.10588 0.0292784
0.10651 0.0294936
0.107141 0.0296819
0.107771 0.0298466
0.108402 0.0301158
0.109032 0.0303513
0.109662 0.0305574
0.110293 0.0307377
0.110923 0.0308955
0.111554 0.0311586
0.112184 0.0313888
0.112814 0.0314652
0.113445 0.031657
0.114075 0.0319499
0.114706 0.0320812
0.115336 0.032321
0.115966 0.0325309
0.116597 0.0327145
0.117227 0.0330002
0.117858 0.0331252
0.118488 0.0333595
0.119118 0.0336896
0.119749 0.0338534
0.120379 0.0339967
0.12101 0.0342471
0.12164 0.0344662
0.12227 0.034658
0.241101 0.0320757
0.241731 0.0296912
0.242362 0.0277298
0.242992 0.0258886
0.243622 0.0242775
0.244253 0.0229928
0.244883 0.0217437
0.245829 0.0207758
0.246459 0.0199288
0.24709 0.0193127
0.24772 0.0187736
0.24835 0.0183019
0.248981 0.0178892
0.249611 0.017653
0.250242 0.0174464
0.250872 0.0172656
0.251502 0.0172324
0.252133 0.0172033
0.252763 0.0171779
0.253394 0.0172807
0.254024 0.0173706
0.254654 0.0174493
0.255285 0.0176431
0.255915 0.0176877
0.256546 0.0178518
0.257176 0.0181203
0.257806 0.0183553
0.258437 0.0185608
0.259067 0.0188657
0.259698 0.0191325
0.260328 0.019366
0.260958 0.0195702
0.261589 0.0198739
0.262219 0.0201397
0.26285 0.0202472
0.26348 0.0204663
0.26411 0.020658
0.264741 0.0208258
0.265371 0.0209726
0.266002 0.021101
